DOMINIO,AREA,UPM,FACTOR,NUM_HOGAR,ID,PPA02,PPA03,PPA04A,PPA04B,PPA04C,PPA05,PPA06,PPA07,PPA08,PPA09,PPA10A,PPA10B,PPA11,PPA12,P03A01,P03A05A,P03A06,P03C05,P03C06,P03D03,P03D04,P03D05,P03D06,P04A02,P04C02B_2D,P04C02B_1D,P04C04B_2D,P04C04B_1D,P04C06,P04C09B,P04C10,P04C14A,P04C15A,P04C25A,P04C27,P04C33,P04C36,P04C37,P05A17A,etnicidad,PET,PEA,OCUPADOS,DESOCUPADOS,SUBVISIBLES,INACTIVOS,FORMAL_INFORMAL
2,1,123,967,1951,1,1,92,31,3,1927,1,3, ,25,5,2, , ,1,1,3,1, , , , , , ,5, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,123,967,1953,2,2,48,19,2,1971,2,3, ,25,2,2, ,2,1,1,3,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,123,967,1954,1,2,48,7,2,1971,1,3, ,25,7,2, ,3,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,123,967,1954,4,2,18,24,11,2000,3,3, ,25,7,1,1,0,1,1,3,1,2, ,1,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1955,2,2,57,27,8,1961,2,3, ,25,2,2, ,8,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1955,3,2,22,2,4,1997,3,3, ,25,1,1,2,1,1,1,2,1,1,6,2,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1956,2,2,25,4,6,1993,2,3, ,25,2,2, ,4,1,1,2,1,1,2,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1957,2,2,50,18,11,1968,2,3, ,25,2,2, ,12,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1957,3,1,13,5,1,2006,3,3, ,25,7,1,2, ,1,1,2,1,1,7,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1958,2,2,30,16,3,1989,2,3, ,25,1,2, ,6,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1963,5,1,14,24,5,2004,3,3, ,25,7,1,2, ,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,124,1079,1964,1,2,31,20,12,1987,1,3, ,25,5,2, ,2,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,1,2,1, , , , ,1, 
2,1,125,1340,1968,2,2,37,2,7,1981,2,3, ,25,2,2, ,1,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1970,1,1,80,23,9,1938,1,3, ,25,6,2, , ,1,1,2,1, , , , , , ,7, , , , , , , , , , , , , , ,1,2,1, , , , ,1, 
2,1,125,1340,1971,6,1,17,9,6,2001,3,3, ,25,7,1,2, ,1,1,3,1,1,3,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1971,7,1,15,15,3,2004,3,3, ,25,7,1,2, ,1,1,3,1,1,8,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1972,5,2,18,7,8,2000,4,3, ,25,1,2, ,1,1,1,2,1,1,2,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1973,5,1,13,6,9,2005,3,3, ,25,7,1,2, ,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1975,5,1,14,19,3,2005,3,3, ,25,7,1,2, ,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1976,2,2,50,20,11,1968,2,3, ,25,2,2, ,3,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,125,1340,1978,3,2,45,9,2,1974,3,3, ,25,7,1,2,0,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,126,474,1981,2,2,55,8,9,1963,2,3, ,25,2,2, ,5,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,126,474,1985,1,1,49,8,12,1969,1,3, ,25,2,2, , ,1,1,2,1, , , , , , ,5, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,126,474,1985,2,2,49,18,8,1969,2,3, ,25,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,127,482,1994,5,2,14,26,6,2004,5,3, ,25,7,2, ,0,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,127,482,1995,3,1,15,9,5,2004,3,3, ,25,7,1,2, ,1,1,3,1,1,2,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,127,482,1999,2,2,32,14,3,1987,2,3, ,25,2,2, ,2,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,127,482,2001,4,2,16,23,11,2002,3,3, ,25,7,1,2,0,1,1,3,1,1,2,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,127,482,2002,2,2,52,31,3,1967,2,3, ,25,2,2, ,1,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,1,2,1, , , , ,1, 
2,1,127,482,2003,3,2,28,4,3,1991,3,3, ,25,5,1,2,2,1,1,2,1,1,4,2,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,128,1866,2006,4,1,15,13,8,2003,3,3, ,25,7,1,2, ,1,1,3,1,2, ,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,128,1866,2007,3,2,38,6,1,1981,6,3, ,25,6,2, ,3,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,128,1866,2012,3,2,14,22,3,2005,3,3, ,25,7,1,2,0,1,1,3,1,1,6,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,128,1866,2013,2,1,14,21,12,2004,3,3, ,25,7,1,1, ,1,1,2,1,1,7,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2017,1,1,60,24,4,1959,1,3, ,25,2,2, , ,1,1,2,1, , , , , , ,5, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2018,2,2,52,27,2,1967,2,3, ,25,2,1,3,2,1,1,3,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2020,3,2,17,12,10,2001,3,3, ,25,7,1,2,0,1,1,2,1,2, ,1,1,1,3,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2020,4,2,15,15,5,2003,3,3, ,25,7,1,2,0,1,1,2,1,2, ,1,1,1,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2023,5,1,14,15,6,2004,3,3, ,25,7,1,2, ,1,1,2,1,1,8,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2029,3,2,15,4,6,2003,3,3, ,25,7,1,2,0,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2031,2,2,54,4,2,1965,2,3, ,25,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2032,3,2,17,1,3,2002,3,3, ,25,7,1,1,0,1,1,3,1,1,2,1,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,129,499,2032,4,1,13,9,2,2006,3,3, ,25,7,1,1, ,1,1,2,1,1,1,2,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2035,4,2,36,19,2,1983,4,3, ,25,1,2, ,3,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2035,5,2,15,13,1,2004,5,3, ,25,7,1,4,0,1,1,2,1,1,3,1,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2036,2,2,37,25,3,1982,2,3, ,25,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2038,2,2,52,29,11,1966,2,3, ,25,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2039,3,2,15,19,9,2003,3,3, ,25,7,1,2,0,1,1,3,1,1,3,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2040,2,2,55,8,4,1964,2,3, ,25,2,2, ,2,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2042,4,1,13,15,11,2005,3,3, ,25,7,1,2, ,1,1,3,1,1,7,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2043,1,2,43,6,2,1976,1,3, ,25,2,2, ,2,1,1,3,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2046,5,2,13,9,4,2006,3,3, ,25,7,1,2,0,1,1,3,1,1,3,1,1,1,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2047,4,2,15,19,6,2003,3,3, ,25,7,1,2,0,1,1,3,1,1,3,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,130,814,2050,5,2,14,13,10,2004,3,3, ,25,7,1,2,0,1,1,3,1,1,7,1,1,1,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,131,591,2053,3,2,25,1,1,1994,3,3, ,25,7,1,2,0,1,1,2,1,1,8,2,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,131,591,2055,2,2,53,31,5,1965,2,3, ,25,2,2, ,1,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,131,591,2056,2,2,26,25,10,1992,2,3, ,25,2,2, ,2,1,1,3,1,2, ,1,1,1,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,131,591,2061,4,2,16,10,2,2003,8,3, ,25,7,2, ,0,1,1,2,1,2, ,1,1,4,4,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,131,591,2062,5,1,15,18,9,2003,5,3, ,25,7,1,3, ,1,1,3,1,2, ,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,131,591,2063,4,2,15,24,4,2004,3,3, ,25,7,2, ,0,1,1,2,1,2, ,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2065,2,2,42,12,4,1977,2,3, ,25,2,2, ,2,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2065,4,1,13,15,9,2005,3,3, ,25,7,1,2, ,1,1,2,1,1,1,2,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2067,2,2,21,6,9,1997,3,3, ,25,7,1,1,0,1,1,3,1,1,2,1,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2067,3,2,17,31,10,2001,3,3, ,25,7,1,1,0,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2068,5,1,13,23,3,2006,3,3, ,25,7,1,2, ,1,1,2,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2069,3,2,22,1,5,1997,4,3, ,25,2,2, ,1,1,1,2,1,1,2,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2070,3,2,15,24,9,2003,3,3, ,25,7,1,2,0,1,1,2,1,1,2,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2075,2,2,18,26,9,2000,2,3, ,25,1,2, ,1,1,1,3,1,1,2,2,2, , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2076,2,2,53,1,8,1965,2,3, ,25,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,132,811,2080,5,1,16,31,10,2002,3,3, ,25,7,1,2, ,1,1,3,1,1,8,1,1,4,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2081,4,1,14,30,10,2004,3,3, ,25,7,1,2, ,1,1,3,1,1,1,1,1,1,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2084,3,1,15,20,5,2003,3,3, ,25,7,1,2, ,1,1,3,1,2, ,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2084,4,2,14,1,2,2005,3,3, ,25,7,1,2,0,1,1,2,1,2, ,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2086,4,2,16,10,11,2002,3,5,11,11,7,1,1,0,1,1,3,1,1,2,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,133,619,2088,1,2,43,22,1,1976,1,3, ,25,6,2, ,5,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2088,4,2,18,6,8,2000,3,3, ,25,7,1,1,0,1,1,3,1,1,1,1,1,4,1,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2089,4,2,15,2,3,2004,3,5,11,11,7,1,2,0,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,133,619,2091,2,2,31,26,12,1987,2,3, ,25,2,2, ,3,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2091,3,2,14,4,8,2004,3,3, ,25,7,1,2,0,1,1,3,1,2, ,1,1,1,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2094,2,2,37,7,3,1982,2,5,11,25,1,2, ,2,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,133,619,2096,2,2,15,13,3,2004,3,3, ,25,7,1,1,0,1,1,3,1,1,2,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2098,5,1,13,9,3,2006,3,3, ,25,7,1,2, ,1,1,2,1,2, ,1,1,1,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,133,619,2099,3,2,24,14,10,1994,4,5,11,25,2,2, ,2,1,1,2,1,2, ,2,1,4,1,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2101,5,2,15,17,3,2004,3,5,11,11,7,1,2,0,1,1,3,1,1,4,1,1,1,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2103,3,2,16,15,2,2004,3,5,11,25,7,1,1,0,1,1,3,1,1,4,1,1,1,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2104,3,2,28,29,4,1990,3,5,11,11,7,1,1,0,1,1,3,1,1,2,1,1,1,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2104,4,1,16,6,3,2003,3,5,11,11,7,1,1, ,1,1,3,1,1,8,1,1,1,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2105,5,2,19,5,6,1999,3,5,11,25,7,1,2,0,1,1,3,1,1,6,1,1,1,3,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2105,6,1,17,30,5,2002,3,5,11,25,7,1,2, ,1,1,3,1,1,4,1,1,1,3,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2106,2,2,51,1,12,1967,2,5,11,25,2,2, ,5,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2106,6,2,15,2,5,2004,3,5,11,25,7,1,2,0,1,1,3,1,1,4,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2110,2,2,51,20,12,1967,2,5,11,25,2,2, ,6,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2110,7,1,12,4,4,2007,3,5,11,25,7,1,2, ,1,1,2,1, , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2111,1,1,64,1,10,1954,1,5,11,11,2,2, , ,1,1,2,1, , , , , , ,5, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2112,4,1,14,22,2,2005,3,5,11,11,7,1,2, ,1,1,3,1,1,7,2,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2114,2,2,21,8,12,1997,2,5,11,11,2,2, ,1,1,1,2,1,1,2,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2115,7,2,30,26,1,1989,3,5,11,11,2,1,2,0,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2118,4,2,18,19,8,2000,3,5,11,11,7,1,2,0,1,1,2,1,1,4,2,1,4,1,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,134,519,2118,5,2,14,1,10,2004,3,5,11,11,7,1,2,0,1,1,2,1,1,2,2,1,4,1,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,135,2531,2120,5,2,16,12,5,2003,3,5,11,25,7,1,2,0,1,1,2,1,1,4,2,3, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,136,541,2132,3,2,15,10,1,2004,3,5,11,25,7,1,2,0,1,1,3,1,1,1,1,1,1,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,136,541,2134,6,1,14,17,5,2004,3,5,11,11,7,1,2, ,1,1,2,1,2, ,1,1,1,3,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,136,541,2134,7,2,13,1,3,2006,3,5,11,11,7,1,2,0,1,1,2,1,2, ,1,1,1,3,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,136,541,2141,3,2,32,14,8,1986,3,5,11,11,7,1,2,0,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,136,541,2142,3,2,14,14,4,2005,3,5,11,11,7,1,2,0,1,1,3,1,2, ,1,1,1,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,137,712,2143,3,2,12,10,6,2006,3,3, ,25,7,1,2,0,1,1,2,1, , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,137,712,2149,3,2,14,16,6,2004,3,3, ,25,7,2, ,0,1,1,3,1,2, ,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,137,712,2153,2,2,55,5,4,1963,2,5,11,11,2,2, ,7,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,137,712,2157,3,2,13,26,5,2005,3,3, ,25,7,1,2,0,1,1,2,1,1,1,1,1,4,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,137,712,2159,3,1,14,19,2,2005,3,5,11,25,7,1,2, ,1,1,2,1,2, ,1,1,1,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2161,1,2,30,12,9,1988,1,5,10,25,1,2, ,3,1,1,3,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2162,4,2,16,17,6,2002,10,5,10,10,7,1,2,0,1,1,3,1,1,1,1,1,1,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2167,2,2,46,23,2,1973,2,5,11,11,2,2, ,3,1,1,3,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2168,2,2,43,26,10,1975,2,5,11,11,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2168,5,1,14,5,2,2005,3,5,11,11,7,1,2, ,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2169,2,1,14,27,11,2004,3,5,11,25,7,1,1, ,1,1,2,1,1,1,2,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2171,4,2,16,25,2,2003,3,3, ,25,7,1,2,0,1,1,3,1,1,5,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
2,1,138,660,2173,2,2,38,14,12,1980,2,5,11,11,2,2, ,2,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2173,3,1,13,5,6,2005,3,5,11,11,7,1,2, ,1,1,2,1,1,98,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2174,4,1,12,2,10,2006,3,5,11,11,7,1,1, ,1,1,2,1, , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2175,2,2,47,22,6,1971,2,5,11,11,2,2, ,3,1,1,3,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2175,3,1,16,10,7,2002,3,5,11,11,7,1,2, ,1,1,3,1,1,7,1,1,1,3,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
2,1,138,660,2176,4,1,15,17,5,2003,3,5,11,11,7,1,1, ,1,1,3,1,1,7,1,1,1,3,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,139,1048,2178,3,1,19,4,3,2000,3,3, ,25,7,1,2, ,1,1,3,1,2, ,1,1,1,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,139,1048,2178,4,1,17,24,12,2001,3,3, ,25,7,1,2, ,1,1,3,1,2, ,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,139,1048,2179,3,1,28,6,8,1990,3,3, ,25,7,1,2, ,1,1,3,1,2, ,1,1,4,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,139,1048,2179,6,2,14,24,10,2004,3,3, ,25,7,1,2,0,1,1,3,1,2, ,1,1,3,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,139,1048,2183,3,2,12,4,10,2006,3,5,11,11,7,1,2,0,1,1,2,1, , , , , , ,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,139,1048,2184,2,2,54,17,6,1964,2,5,11,11,2,2, ,12,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,139,1048,2184,8,2,14,15,11,2004,3,5,11,11,7,1,2,0,1,1,3,1,2, ,1,1,1,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,139,1048,2186,2,2,41,14,11,1977,2,5,11,25,2,2, ,4,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,139,1048,2186,4,2,16,22,7,2002,3,5,11,25,7,1,2,0,1,1,3,1,2, ,2,1,4,1,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,139,1048,2189,8,1,14,5,6,2004,3,5,11,11,7,1,2, ,1,1,3,1,1,1,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,140,668,2201,5,1,14,28,9,2004,3,5,11,11,7,1,2, ,1,1,2,1,2, ,2,2, , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,141,1647,2204,2,2,30,21,9,1988,2,5,11,11,2,2, ,5,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,141,1647,2206,5,2,14,4,4,2005,3,5,11,25,7,1,2,0,1,1,2,1,1,1,1,1,4,1,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,141,1647,2209,3,2,14,13,3,2005,3,5,11,25,7,1,2,0,1,1,3,1,1,1,1,1,4,2,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,141,1647,2212,3,2,15,5,6,2003,3,5,11,11,7,1,2,0,1,1,3,1,1,2,1,1,1,3,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,142,819,2219,2,2,42,15,4,1977,2,3, ,25,2,2, ,3,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,142,819,2220,3,2,20,31,3,1999,3,3, ,25,7,1,2,0,1,1,3,1,1,5,1,1,4,1,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,142,819,2220,5,2,15,16,2,2004,3,3, ,25,7,1,2,0,1,1,3,1,1,4,1,1,1,2,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,142,819,2224,3,1,12,8,6,2006,3,3, ,25,7,1,2, ,1,1,2,1, , , , , , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,142,819,2225,4,1,13,25,11,2005,3,3, ,25,7,1,2, ,1,1,2,1,1,1,2,2, , ,3, , , , , , , , , , , , , , ,2,2,1, , , , ,1, 
3,2,143,718,2226,4,2,17,9,11,2001,3,5,11,25,7,1,2,0,1,1,2,1,1,5,2,1,4,1,2, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2229,2,2,38,7,1,1981,2,5,11,25,2,2, ,6,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2229,3,2,17,10,4,2002,3,5,11,25,7,1,2,0,1,1,3,1,1,8,1,1,4,1,3, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2230,2,2,49,6,7,1969,2,5,11,11,2,2, ,6,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2230,6,2,18,23,4,2001,3,5,11,25,7,1,2,0,1,1,2,1,1,2,2,1,4,1,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2230,7,2,15,18,6,2003,3,5,11,25,7,1,2,0,1,1,2,1,1,1,2,1,4,1,2, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2232,2,2,60,12,12,1958,2,5,10,10,2,2, ,1,1,1,2,1, , , , , , ,4, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
3,2,143,718,2232,4,2,33,16,8,1985,4,5,10,10,1,2, ,3,1,1,2,1, , , , , , ,9, , , , , , , , , , , , , , ,2,1,1, , , , ,1, 
