DOMINIO,AREA,UPM,FACTOR,NUM_HOGAR,ID,PPA02,PPA03,PPA04A,PPA04B,PPA04C,PPA05,PPA06,PPA07,PPA08,PPA09,PPA10A,PPA10B,PPA11,PPA12,P03A01,P03A05A,P03A06,P03C05,P03C06,P03D03,P03D04,P03D05,P03D06,P04A02,P04C02B_2D,P04C02B_1D,P04C04B_2D,P04C04B_1D,P04C06,P04C09B,P04C10,P04C14A,P04C15A,P04C25A,P04C27,P04C33,P04C36,P04C37,P05A17A,etnicidad,PET,PEA,OCUPADOS,DESOCUPADOS,SUBVISIBLES,INACTIVOS,FORMAL_INFORMAL
1,1,3,337,35,2,2,31,27,4,1988,2,3, ,25,1,2, ,2,1,1,5,6099, , , , , , ,4,75,7,15,2,5, , , , ,2,12, , , ,2,2,1,1,1, ,1, ,2
1,1,4,397,56,1,1,36,21,12,1982,1,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,23,2,85,9,2, ,6000,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
1,1,18,454,262,1,1,74,2,3,1944,1,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,71,7,42,3,2, ,16000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,19,377,275,1,1,42,3,4,1977,1,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,31,3,13,2,2, ,6000,1,2,1,1,2,2, ,2,2,1,1,1, , , ,2
1,1,24,398,356,3,1,33,15,5,1986,3,3, ,25,2,1,2, ,1,1,5,6099, , , , , , ,1,23,2,85,9,2, ,15000,1,1,2,1,3,2, ,2,2,1,1,1, , , ,2
1,1,24,398,356,5,1,24,18,2,1995,3,3, ,25,2,1,2, ,1,1,5,6099,2, ,1,1,1,1,1,21,2,41,3,2, ,9000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,45,199,695,1,1,67,15,9,1951,1,4, ,26,2,2, , ,1,1,5,6099, , , , , , ,1,23,2,85,9,2, ,5000,2,2,4,1,3,2, ,2,2,1,1,1, ,1, ,2
1,1,45,199,695,3,1,37,27,10,1981,3,3, ,25,7,1,2, ,1,1,5,6099, , , , , , ,1,31,3,61,5,2, ,5000,1,1,1,3,2,2, ,2,2,1,1,1, , , ,2
1,1,77,1355,1212,2,1,40,4,12,1978,2,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,23,2,85,9,1, ,3300,1,1,4,1,2,2, ,2,2,1,1,1, , , ,2
3,2,215,968,3239,1,1,41,13,4,1978,1,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,74,7,61,5,2, ,6000,2,2,4,7,2,1,1,2,2,1,1,1, , , ,2
3,2,286,646,4188,1,1,32,18,10,1986,1,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,52,5,47,4,2, ,4500,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
3,2,297,802,4315,3,1,32,25,3,1987,3,5,17,17,7,1,2, ,1,1,5,6099, , , , , , ,1,74,7,81,8,2, ,8900,1,1,1,1,3,2, ,2,1,1,1,1, , , ,2
3,2,320,561,4607,1,1,41,20,5,1977,1,3, ,25,2,2, , ,1,1,5,6099, , , , , , ,1,61,6,1,1,7, , , , ,4,2, , , ,2,2,1,1,1, , , ,2
1,1,10,779,146,1,1,41,11,6,1977,1,3, ,25,1,2, , ,1,1,5,6027, , , , , , ,1,52,5,47,4,2, ,8000,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
1,1,14,352,201,4,1,32,24,1,1987,3,3, ,25,7,1,2, ,1,1,5,6027, , , , , , ,1,31,3,84,9,2, ,5000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,1
1,1,17,499,248,3,2,26,20,11,1992,3,3, ,25,7,1,2,0,1,1,5,6027,2, ,1,1,4,1,1,35,3,62,5,2, ,8000,1,1,1,8,3,2, ,2,2,1,1,1, , , ,2
1,1,18,454,261,1,1,27,25,1,1991,1,3, ,25,7,2, , ,1,1,5,6027,1,1,1,1,4,1,1,14,1,64,6,2, ,8000,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
1,1,22,462,317,1,1,65,12,2,1954,1,3, ,25,2,2, , ,1,1,5,6027, , , , , , ,1,23,2,85,9,1, ,25000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,27,504,401,2,1,26,3,5,1993,3,3, ,25,7,1,1, ,1,1,5,6027,2, ,1,1,4,1,1,23,2,82,8,2, ,7000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,27,504,401,3,1,25,29,8,1994,3,3, ,25,7,1,1, ,1,1,5,6027,2, ,1,1,4,1,1,35,3,62,5,2, ,6000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,59,490,936,4,1,40,10,7,1978,4,3, ,25,2,2, , ,1,1,5,6027, , , , , , ,1,21,2,62,5,2, ,10000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,99,409,1590,3,1,32,27,9,1986,3,3, ,25,7,1,2, ,1,1,5,6027, , , , , , ,1,81,8,61,5,2, ,8500,1,1,1,1,2,1,1,2,2,1,1,1, , , ,2
3,2,118,587,1875,1,1,50,20,1,1969,1,3, ,25,2,2, , ,1,1,5,6027, , , , , , ,1,24,2,82,8,5, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
3,2,217,694,3272,4,1,29,12,9,1989,3,3, ,25,2,1,2, ,1,1,5,6027,1,1,1,1,4,1,1,35,3,78,8,2, ,5000,2,2,1,1,2,2, ,2,2,1,1,1, , , ,2
3,2,305,899,4397,3,1,30,5,5,1989,3,3, ,25,7,1,2, ,1,1,5,6025, , , , , , ,1,32,3,75,8,2, ,2500,2,2,4,1,3,2, ,2,2,1,1,1, ,1, ,2
1,1,5,568,67,3,1,29,15,6,1989,3,3, ,25,7,1,2, ,1,1,5,6017,2, ,1,1,4,1,1,21,2,46,4,2, ,8000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
2,1,157,1108,2420,3,1,32,10,10,1986,3,3, ,25,7,1,2, ,1,1,5,6017, , , , , , ,1,35,3,47,4,2, ,8000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,100,684,1600,3,1,25,14,5,1994,3,3, ,25,7,1,2, ,1,1,5,6015,1,3,1,1,1,1,1,21,2,45,4,2, ,5000,2,2,4,1,3,2, ,2,2,1,1,1, , , ,2
2,1,339,744,4848,1,1,45,2,9,1973,1,3, ,25,2,2, , ,1,1,5,6015, , , , , , ,1,24,2,84,9,1,2,12000,1,1,1,1,4,2, ,2,2,1,1,1, , , ,2
1,1,117,953,1861,1,1,33,12,4,1986,1,3, ,25,2,2, , ,1,1,5,6014, , , , , , ,1,72,7,45,4,6, , , , ,4,11, , , ,2,2,1,1,1, , , ,2
1,1,10,779,147,4,1,31,5,6,1988,3,3, ,25,7,1,2, ,1,1,5,6010, , , , , , ,1,31,3,23,2,2, ,15000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,45,199,692,2,1,61,20,12,1957,2,3, ,25,2,2, , ,1,1,5,6010, , , , , , ,1,21,2,47,4,2, ,7600,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,59,490,934,1,1,48,11,6,1970,1,3, ,25,3,2, , ,1,1,5,6010, , , , , , ,1,72,7,25,2,6, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
1,1,63,430,992,1,1,45,1,9,1973,1,3, ,25,2,2, , ,1,1,5,6010, , , , , , ,1,23,2,85,9,2, ,3500,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,86,234,1373,3,1,25,29,11,1993,3,3, ,25,7,1,2, ,1,1,5,6010,2, ,1,1,1,1,1,31,3,11,2,2, ,7500,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,100,684,1593,1,1,44,13,1,1975,1,3, ,25,2,2, , ,1,1,5,6010, , , , , , ,1,21,2,11,2,2, ,10000,1,1,1,1,3,1,1,2,2,1,1,1, , , ,2
1,1,100,684,1605,1,1,40,5,5,1979,1,5,10,10,1,2, , ,1,1,5,6010, , , , , , ,1,31,3,11,2,2, ,10000,1,1,1,1,3,1,1,2,1,1,1,1, ,1, ,2
2,1,150,493,2341,4,1,29,20,5,1990,3,3, ,25,7,1,2, ,1,1,5,6010,2, ,1,1,4,1,1,52,5,47,4,6, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
3,2,179,638,2713,5,1,30,24,4,1989,4,5,10,10,2,2, , ,1,1,5,6010, , , , , , ,1,24,2,46,4,2, ,8000,1,1,1,11,2,1,1,2,1,1,1,1, , , ,2
3,2,328,611,4696,3,2,24,28,4,1995,3,3, ,25,7,1,2,0,1,1,5,6010,1,3,1,1,4,1,1,31,3,11,2,2, ,5700,2,2,1,1,12,2, ,2,2,1,1,1, , , ,2
1,1,10,779,140,1,1,36,17,12,1981,1,3, ,25,2,2, , ,1,1,5,6002, , , , , , ,1,71,7,72,8,2,1,5000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,50,3015,776,3,1,32,5,9,1986,3,3, ,25,7,1,2, ,1,1,5,6002, , , , , , ,1,61,6,84,9,1,2,15000,2,2,4,7,2,2, ,2,2,1,1,1, , , ,2
1,1,63,430,997,1,1,35,30,9,1983,1,3, ,25,5,1,2, ,1,1,5,6002, , , , , , ,1,92,9,1,1,2, ,15000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,118,587,1874,1,1,79,8,10,1939,1,3, ,25,2,2, , ,1,1,5,6002, , , , , , ,1,21,2,74,1,5, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
3,2,140,668,2195,1,1,54,30,12,1964,1,3, ,25,1,2, , ,1,1,5,6002, , , , , , ,1,62,6,41,3,2, ,10000,1,1,1,7,3,2, ,2,2,1,1,1, , , ,2
3,2,144,766,2246,1,1,64,2,4,1955,1,3, ,25,2,2, , ,1,1,5,6002, , , , , , ,5,61,6,1,1,8, , , , ,2,7, , , ,2,2,1,1,1, , , ,2
3,2,148,504,2305,2,1,65,3,6,1953,2,3, ,25,1,2, , ,1,1,5,6002, , , , , , ,1,23,2,85,9,2, ,4000,1,1,4,1,4,2, ,2,2,1,1,1, , , ,2
2,1,186,654,2817,2,1,29,21,3,1990,3,5,10,25,7,1,1, ,1,1,5,6002,2, ,1,1,4,1,1,23,2,46,4,2, ,3500,2,2,1,1,4,2, ,2,1,1,1,1, , , ,2
3,2,188,653,2850,1,1,40,5,2,1979,1,3, ,25,2,1,5, ,1,1,5,6002, , , , , , ,1,23,2,20,2,2, ,7000,1,1,1,8,2,2, ,2,2,1,1,1, , , ,2
3,2,216,1250,3254,3,2,26,26,12,1992,3,3, ,25,7,1,2,0,1,1,5,6002,2, ,1,1,2,1,1,53,5,1,1,2, ,3000,2,2,4,7,2,2, ,2,2,1,1,1, , , ,2
3,2,216,1250,3254,4,1,25,15,10,1993,3,3, ,25,7,1,2, ,1,1,5,6002,2, ,1,1,2,1,1,61,6,1,1,3, ,2000,2,2,4,1,2,2, ,2,2,1,1,1, , , ,1
2,1,233,793,3492,3,1,29,8,12,1989,3,3, ,25,7,1,2, ,1,1,5,6002,2, ,1,1,4,1,1,26,2,74,8,2, ,8000,1,1,1,1,3,1,1,2,2,1,1,1, , , ,2
3,2,247,751,3677,1,1,49,11,6,1969,1,3, ,25,2,2, , ,1,1,5,6002, , , , , , ,1,52,5,1,1,8, , , , ,4,7, , , ,2,2,1,1,1, , , ,2
2,1,255,1271,3774,1,1,49,6,5,1970,1,3, ,25,2,2, , ,1,1,5,6002, , , , , , ,1,14,1,47,4,5, , , , ,4,12, , , ,2,2,1,1,1, , , ,2
3,2,258,543,3830,1,1,43,13,12,1975,1,5,10,10,2,2, , ,1,1,5,6002, , , , , , ,1,31,3,68,7,5, , , , ,4,8, , , ,2,1,1,1,1, , , ,2
3,2,268,1442,3936,1,1,61,5,6,1957,1,5,10,10,1,2, , ,1,1,6,6002, , , , , , ,1,23,2,85,9,1, ,1800,2,2,1,1,2,2, ,2,1,1,1,1, , , ,2
1,1,1,289,6,3,1,30,2,5,1988,3,3, ,25,7,1,2, ,1,1,6,5099, , , , , , ,1,23,2,85,9,5, , , , ,2,8, , , ,2,2,1,1,1, , , ,2
1,1,8,428,104,2,2,63,5,11,1955,2,3, ,25,2,2, ,3,1,1,7,5099, , , , , , ,1,23,2,85,9,2, ,5000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,17,499,250,1,1,39,20,10,1979,1,3, ,25,2,2, , ,1,1,7,5099, , , , , , ,1,14,1,64,6,2, ,15000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,118,587,1885,3,2,40,16,9,1978,3,3, ,25,7,1,2,0,1,1,6,5099, , , , , , ,1,42,4,79,8,2, ,4000,1,1,1,1,3,2, ,2,2,1,1,1, ,1, ,2
3,2,137,712,2155,1,1,54,24,12,1964,1,5,10,10,2,2, , ,1,1,6,5099, , , , , , ,1,26,2,60,5,2, ,20000,2,2,4,1,3,1,1,1,1,1,1,1, , , ,2
3,2,206,1078,3112,2,2,55,15,6,1963,2,3, ,25,2,2, ,3,1,1,6,5099, , , , , , ,1,23,2,85,9,1, ,6000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,217,694,3270,1,1,47,12,7,1971,1,3, ,25,2,2, , ,1,1,6,5099, , , , , , ,1,24,2,85,9,1,1,13800,1,1,1,1,3,1,1,2,2,1,1,1, , , ,2
2,1,255,1271,3775,1,1,55,12,9,1963,1,3, ,25,2,2, , ,1,1,6,5099, , , , , , ,1,23,2,85,9,6, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
2,1,312,543,4506,1,1,46,22,4,1973,1,3, ,25,3,1,2, ,1,1,6,5099, , , , , , ,1,23,2,85,9,1,2,3000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,137,712,2155,2,2,48,15,10,1970,2,5,11,11,2,2, ,1,1,1,6,5005, , , , , , ,5,23,2,85,9,9, , , , ,4,8,1,2, ,2,1,1,1,1, ,1, ,1
1,1,1,289,6,2,2,57,11,2,1962,2,3, ,25,2,1,1,2,1,1,5,4099, , , , , , ,1,22,2,88,9,1,2,2000,2,2,2,1,2,1,1,2,2,1,1,1, , , ,2
1,1,2,683,15,1,1,32,9,9,1986,1,3, ,25,1,2, , ,1,1,5,4099, , , , , , ,1,52,5,47,4,5, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
1,1,4,397,50,1,1,64,12,10,1954,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,26,2,94,10,2, ,5000,2,2,4,1,2,2, ,2,2,1,1,1, , , ,2
1,1,4,397,51,1,2,35,11,1,1984,1,3, ,25,7,2, ,0,1,1,5,4099, , , , , , ,1,42,4,86,9,1, ,8000,1,1,1,1,1,1,1,2,2,1,1,1, , , ,2
1,1,4,397,57,1,1,57,5,4,1962,1,3, ,25,7,2, , ,1,1,5,4099, , , , , , ,1,24,2,41,3,6, , , , ,4,2, , , ,2,2,1,1,1, , , ,2
1,1,7,555,97,4,2,49,15,6,1969,3,3, ,25,7,1,2,0,1,1,5,4099, , , , , , ,1,26,2,80,8,2, ,10000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,8,428,111,3,2,32,20,5,1986,3,3, ,25,7,1,2,0,1,1,5,4099, , , , , , ,1,14,1,64,6,2, ,5000,1,1,1,1,2,1,1,2,2,1,1,1, , , ,2
1,1,10,779,136,2,2,57,10,7,1961,2,3, ,25,2,2, ,3,1,1,5,4099, , , , , , ,1,14,1,65,6,2, ,18000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,10,779,136,4,1,29,15,11,1989,3,3, ,25,7,1,2, ,1,1,5,4099,1,1,1,1,3,5,1,0,0,84,9,2, ,25000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,10,779,145,3,2,33,6,9,1985,3,3, ,25,7,1,2,0,1,1,5,4099, , , , , , ,1,26,2,69,8,1,2,12000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,10,779,147,1,1,59,29,1,1960,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,26,2,69,8,2,2,15000,2,2,4,1,3,2, ,2,2,1,1,1, , , ,2
1,1,16,525,234,1,1,53,1,5,1966,1,3, ,25,3,1,5, ,1,1,5,4099, , , , , , ,1,31,3,33,2,5, , , , ,2,1, , , ,2,2,1,1,1, , , ,2
1,1,18,454,258,1,1,55,15,6,1963,1,3, ,25,4,1,5, ,1,1,5,4099, , , , , , ,1,42,4,82,8,2, ,5000,2,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,18,454,264,2,2,56,12,11,1962,2,3, ,25,2,2, ,4,1,1,5,4099, , , , , , ,1,24,2,78,8,2, ,10000,1,1,4,1,3,2, ,2,2,1,1,1, , , ,2
1,1,18,454,264,3,1,27,11,9,1991,3,3, ,25,7,1,2, ,1,1,5,4099,2, ,1,1,1,1,1,24,2,62,5,2, ,5000,1,1,4,1,3,2, ,2,2,1,1,1, ,1, ,2
1,1,18,454,264,4,1,26,3,4,1993,3,3, ,25,7,1,2, ,1,1,5,4099,2, ,1,1,1,1,1,23,2,85,9,1,2,4000,1,1,1,1,3,2, ,2,2,1,1,1, ,1, ,2
1,1,18,454,266,1,1,30,2,12,1988,1,3, ,25,1,2, , ,1,1,5,4099, , , , , , ,1,63,6,74,8,2, ,5000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,18,454,268,1,1,41,1,12,1978,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,33,3,84,9,1, ,16000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,19,377,271,3,2,25,15,6,1993,3,3, ,25,3,1,2,0,1,1,5,4099,2, ,1,1,4,1,1,52,5,56,4,2, ,8000,2,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,21,389,309,1,1,47,2,2,1972,1,3, ,25,7,2, , ,1,1,5,4099, , , , , , ,1,26,2,60,5,5, , , , ,4,12, , , ,2,2,1,1,1, , , ,2
1,1,24,398,355,1,1,35,1,5,1984,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,33,3,73,8,2, ,8000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,24,398,355,2,2,25,22,3,1994,2,3, ,25,2,2, ,0,1,1,5,4099,1,2,1,1,1,1,1,33,3,73,8,2, ,8000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,49,199,755,1,1,68,19,12,1950,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,52,5,68,7,5, , , , ,4,8, , , ,2,2,1,1,1, ,1, ,2
1,1,50,3015,774,3,2,26,19,2,1993,3,3, ,25,7,1,1,0,1,1,5,4099,1,98,1,1,2,5,1,23,2,85,9,2, ,3500,1,1,1,1,2,2, ,2,2,1,1,1, ,1, ,2
1,1,76,411,1199,1,1,29,5,3,1989,1,3, ,25,2,2, , ,1,1,5,4099,2, ,1,1,4,1,1,72,7,45,4,2, ,4000,1,1,1,1,4,2, ,2,2,1,1,1, , , ,2
3,2,84,284,1328,2,1,33,23,12,1985,3,3, ,25,7,1,1, ,1,1,5,4099, , , , , , ,1,23,2,85,9,1,2,4600,2,2,4,1,2,2, ,2,2,1,1,1, , , ,2
1,1,91,754,1451,1,1,32,9,10,1986,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,43,4,47,4,2, ,5000,2,2,2,1,2,1,1,2,2,1,1,1, , , ,1
1,1,100,684,1604,1,1,29,23,7,1989,1,3, ,25,2,2, , ,1,1,5,4099,2, ,1,1,4,1,1,83,8,49,4,5, , , , ,4,3, , , ,2,2,1,1,1, , , ,2
1,1,117,953,1873,1,1,36,20,5,1982,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,13,1,94,10,2, ,13000,1,1,1,1,3,1,1,2,2,1,1,1, , , ,2
3,2,128,1866,2013,1,2,34,11,9,1984,1,3, ,25,4,2, ,3,1,1,5,4099, , , , , , ,1,52,5,46,4,2, ,1800,2,2,4,8,3,2, ,2,2,1,1,1, ,1, ,1
3,2,144,766,2251,1,2,41,12,11,1977,1,3, ,25,2,2, ,2,1,1,5,4099, , , , , , ,1,23,2,85,9,2, ,5000,1,1,1,1,3,2, ,1,2,1,1,1, , , ,2
3,2,182,1075,2749,1,1,39,10,4,1980,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,26,2,85,9,2, ,4000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,200,527,3024,1,1,44,18,6,1974,1,3, ,25,3,2, , ,1,1,5,4099, , , , , , ,1,23,2,10,2,2,2,5000,1,1,1,1,3,2, ,2,2,1,1,1, ,1, ,2
3,2,215,968,3234,4,2,30,15,11,1988,3,3, ,25,3,1,2,2,1,1,5,4099, , , , , , ,1,52,5,56,4,5, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
3,2,279,452,4074,3,1,32,9,12,1986,3,3, ,25,7,1,2, ,1,1,5,4099, , , , , , ,1,33,3,84,9,1,1,7000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,282,462,4130,1,2,34,1,9,1984,1,3, ,25,4,2, ,3,1,1,5,4099, , , , , , ,1,23,2,85,9,1,2,5500,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
2,1,312,543,4509,1,1,33,12,7,1985,1,3, ,25,2,2, , ,1,1,5,4099, , , , , , ,1,14,1,56,4,2, ,5500,1,1,1,1,3,1,1,2,2,1,1,1, , , ,2
3,2,328,611,4695,2,2,25,11,6,1993,3,3, ,25,7,1,1,0,1,1,6,4099,1,98,1,1,4,1,1,42,4,64,6,2, ,3000,1,1,1,1,4,2, ,2,2,1,1,1, , , ,2
2,1,347,872,4956,3,2,26,23,8,1992,3,3, ,25,7,1,2,0,1,1,5,4099,2, ,1,1,4,1,1,23,2,85,9,2, ,800,2,2,2,1,8,2, ,2,2,1,1,1, ,1, ,1
1,1,3,337,31,1,1,39,10,8,1979,1,3, ,25,2,2, , ,1,1,5,4068, , , , , , ,1,75,7,10,2,5, , , , ,4,11, , , ,2,2,1,1,1, ,1, ,2
1,1,3,337,44,1,1,51,5,6,1967,1,3, ,25,2,2, , ,1,1,5,4068, , , , , , ,1,21,2,41,3,2, ,10000,1,1,1,2,3,1,1,2,2,1,1,1, , , ,2
1,1,29,337,428,3,1,52,29,11,1966,3,3, ,25,7,1,2, ,1,1,5,4068, , , , , , ,1,21,2,41,3,2, ,15000,2,2,4,1,4,2, ,2,2,1,1,1, ,1, ,2
1,1,50,3015,774,2,1,28,15,4,1991,3,3, ,25,7,1,1, ,1,1,5,4068,1,3,1,1,1,5,1,71,7,41,3,2, ,6000,1,1,1,2,2,2, ,2,2,1,1,1, , , ,2
1,1,112,303,1790,3,2,27,23,6,1991,3,3, ,25,7,1,2,0,1,1,5,4068,2, ,1,1,2,1,1,31,3,64,6,2, ,6000,2,2,4,1,3,2, ,2,2,1,1,1, , , ,2
3,2,118,587,1884,2,1,41,22,3,1978,3,3, ,25,1,2, , ,1,1,5,4068, , , , , , ,1,71,7,84,9,1, ,5000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,118,587,1884,3,2,36,10,12,1982,4,3, ,25,1,2, ,0,1,1,5,4068, , , , , , ,1,21,2,41,3,5, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
3,2,182,1075,2747,3,1,28,1,5,1991,3,3, ,25,7,1,2, ,1,1,5,4068,1,7,1,1,1,1,1,21,2,71,8,5, , , , ,2,1, , , ,2,2,1,1,1, , , ,2
1,1,6,484,84,1,1,60,7,6,1958,1,3, ,25,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,2,8000,1,1,1,1,1,2, ,2,2,1,1,1, , , ,2
1,1,15,306,228,1,1,61,9,3,1958,1,3, ,25,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,2,7267,1,1,1,1,1,2, ,2,2,1,1,1, , , ,2
1,1,16,525,237,1,2,38,3,2,1981,1,3, ,25,3,2, ,2,1,1,5,4063, , , , , , ,1,23,2,85,9,2, ,8000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
1,1,77,1355,1202,1,1,49,19,1,1970,1,3, ,25,2,2, , ,1,1,5,4063, , , , , , ,1,35,3,62,5,5, , , , ,4,1, , , ,2,2,1,1,1, , , ,2
3,2,185,550,2807,1,1,42,19,2,1977,1,3, ,25,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,2,3000,1,1,1,1,1,2, ,2,2,1,1,1, , , ,2
2,1,190,483,2888,2,2,49,12,9,1969,2,3, ,25,2,2, ,3,1,1,5,4063, , , , , , ,1,23,2,85,9,2, ,2500,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
3,2,209,860,3149,1,2,27,8,7,1991,1,3, ,25,6,2, ,0,1,1,5,4063,1,1,1,1,4,1,1,23,2,85,9,1,2,3600,1,1,1,1,4,2, ,2,2,1,1,1, , , ,2
3,2,215,968,3233,2,2,59,23,10,1960,2,3, ,25,2,2, ,1,1,1,5,4063, , , , , , ,1,23,2,85,9,1,1,6500,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
3,2,215,968,3235,1,2,49,20,12,1969,1,5,12,12,2,2, ,2,1,1,5,4063, , , , , , ,1,43,4,84,9,1, ,2500,1,1,1,1,2,2, ,2,1,1,1,1, , , ,2
3,2,215,968,3235,2,1,40,18,2,1979,2,5,12,12,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1, ,3600,1,1,1,1,2,2, ,2,1,1,1,1, , , ,2
3,2,217,694,3275,2,2,55,2,5,1964,2,3, ,25,2,2, ,5,1,1,5,4063, , , , , , ,1,23,2,85,9,1,1,7292,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
2,1,233,793,3492,4,2,26,19,12,1992,3,3, ,25,7,1,2,0,1,1,5,4063,2, ,1,1,1,4,1,23,2,85,9,1, ,3000,1,1,1,1,3,2, ,2,2,1,1,1, , , ,2
2,1,235,892,3516,1,1,47,21,3,1972,1,3, ,25,2,2, , ,1,1,5,4063, , , , , , ,1,31,3,85,9,1,1,5500,1,1,1,1,1,2, ,2,2,1,1,1, , , ,2
2,1,277,903,4058,2,1,31,22,7,1987,2,3, ,25,1,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,1,3722,1,1,1,1,2,2, ,2,2,1,1,1, , , ,2
3,2,297,802,4302,4,2,25,2,3,1994,3,5,17,25,7,1,2,0,1,1,5,4063,1,3,1,1,2,1,1,23,2,85,9,2, ,2000,2,2,4,1,2,2, ,2,1,1,1,1, , , ,2
3,2,298,700,4327,1,1,42,16,5,1976,1,5,17,17,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,86,9,1, ,5200,1,1,1,1,2,2, ,2,1,1,1,1, , , ,2
2,1,304,1013,4395,1,1,60,30,3,1959,1,5,12,12,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,1,4800,1,1,1,1,1,2, ,2,1,1,1,1, , , ,2
3,2,316,681,4559,1,1,50,5,1,1969,1,5,17,17,2,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,2,4300,1,1,1,1,1,2, ,2,1,1,1,1, ,1, ,2
3,2,316,681,4560,3,1,42,26,10,1976,3,5,1,1,7,2, , ,1,1,5,4063, , , , , , ,1,23,2,85,9,1,2,4300,1,1,1,1,4,2, ,2,1,1,1,1, , , ,2
2,1,334,1143,4777,1,1,69,26,6,1949,1,3, ,25,2,2, , ,1,1,5,4063, , , , , , ,1,31,3,86,9,1,2,8000,1,1,1,1,1,2, ,2,2,1,1,1, , , ,2
